"","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets"
"347",3468955244.47418,3511548767.32087,1210288740.27266,1392773525.56933,2466915468.24994,3233954961.1337,3246497126.01701,3274037055.06043,5140362265.84026,7598467297.41177,1259530695.98033,4894280645.53441,2912001597.50053,3083318628.41382,3934295413.88803,4168322476.16692,1631160270.18397,1890925358.76619,3820744308.41474,12798007742.607,2408975238.40684,3501830845.54447,3686401721.14157,3884652800.48828,1429970447.83437,8623899280.47058,1997445820.41422,2084552209.19204,3300505389.02308,3338799056.29148,2358090831.76256,3351781958.11322,2116808019.9827,2659141513.4491,4410485791.40225,6333619586.67965,512468162.038821,902983747.79471,16679879.8147472,35068926.3654249,326538726.821176,351114582.138049,3468955244.47418,3511548767.32087,33447910298.5166,35115906212.6109,235776223870.005,351159483187.353
"348",3509305284.04301,3552467944.52085,1169661118.41694,1346159880.59725,2519038527.9587,3303742735.43436,3227547743.29016,3254958490.12192,5671823898.61298,8393006926.09073,1388953842.41009,5417802247.37108,2865851886.3472,3034494870.95422,3983021434.60759,4220024563.23341,1538139280.08402,1783179497.36603,3913921313.14607,13166128019.0432,2543577597.65845,3698345601.2505,3747184809.09363,3950253799.81909,1591102049.22753,9635454957.91006,1932677003.39808,2016987625.03826,3282555289.37329,3320719231.9146,2411078008.2292,3427728399.58109,2190435190.27888,2751928958.85897,4676436302.23908,6718749660.91387,514144416.148874,906378579.270384,16869215.2524111,35477286.3380208,330337702.047616,355205880.894664,3509305284.04301,3552467944.52085,33831780825.0822,35525103737.2573,238233408067.381,355251465930.784
"349",3629736067.0917,3674556143.16493,1326424854.19516,1526804858.56429,2811763413.26448,3692263992.06893,3364359636.50191,3393120016.1643,5463355758.12224,8095713949.8473,1354604262.47603,5303751261.97805,2985713448.47907,3161660967.00749,3993243844.37159,4231639481.02933,1678084341.98203,1945766727.81235,3867621646.32405,13146519905.9209,2401016071.79916,3494085166.01261,3562890158.01585,3757456079.40974,1509217899.06191,9179542708.9258,2031653180.89595,2120428100.84313,3424275408.38589,3464282736.60705,2651729436.5764,3771417285.16902,2402745428.33234,3020584045.46802,4729361414.26591,6795649521.40583,591285161.914187,1042937892.28972,17445740.8412267,36696122.9389064,341682877.091325,367412685.865997,3629736067.0917,3674556143.16493,34979727945.7306,36746003481.1983,245693629329.954,367460483012.145
"350",3302823979.55306,3343923146.6815,1039009069.27033,1196414629.48946,2122042906.85042,2793284324.15901,3032902895.3444,3058856817.94039,5492000010.54245,8189051185.96265,1331906430.49797,5249345690.57425,2734945250.44389,2896241020.39453,3774067670.45638,3999582543.78575,1393989857.92192,1616621717.7654,3733870168.87913,12806967212.9073,2468105988.88936,3595215298.00717,3555045257.69781,3750682490.56299,1401431746.56206,8599024881.16054,1741029038.01731,1817408215.91057,3067107468.73585,3103261369.73053,2293491835.16647,3265000025.96462,2037639232.52786,2566427872.05484,4632011131.4641,6665482142.47279,509387134.942727,899198248.889087,15871302.1902704,33395221.6323573,310929629.25666,334354186.6884,3302823979.55306,3343923146.6815,31805867364.1367,33439624290.2186,222289590784.855,334396641408.112
"351",3078447805.63741,3116824168.517,930499570.991684,1071531842.79346,1832110253.02608,2412961681.96068,2823015712.74547,2847194567.8021,5481671772.31266,8191155486.59891,1257080336.73806,4980000984.67297,2539195733.50575,2688995454.52724,3515994596.79311,3726198735.74916,1264206639.00084,1466161672.98409,3503753573.19685,12133195533.6198,2423072610.34699,3530863673.69644,3422206965.51415,3612673577.17212,1303526834.92439,8033691518.30211,1565156006.00434,1634011987.60284,2843450786.35988,2877057297.8926,2100375296.97841,2991134405.86566,1833095213.24167,2309568277.10946,4463582767.50475,6427531026.92038,466934025.81273,824678065.478201,14788947.0852912,31127654.4207034,289807537.968721,311647265.344334,3078447805.63741,3116824168.517,29640377771.3232,31168603234.4393,206928214775.537,311686399796.832
"352",3333813057.16078,3375435910.34736,1058252649.71502,1218788118.23027,2187904623.3041,2882645004.60007,3045332363.26701,3071428326.94049,5709187867.73999,8547133561.72456,1336248529.20159,5318089988.5866,2749789920.17672,2912083951.39931,3713672701.65402,3935862429.96407,1413721780.56196,1639600097.68769,3637611599.93889,12710258437.6711,2545078377.36533,3711395876.36757,3619737990.19545,3822269708.8164,1415541083.49447,8749630310.19544,1725581052.75886,1801643199.75151,3085432244.0503,3121972166.98449,2323850630.04984,3309659606.17658,2050213698.27101,2583707885.3094,4768733480.26028,6867655973.67482,530585290.794466,937274038.638861,16011086.3984675,33709829.475852,313847621.686012,337504886.818287,3333813057.16078,3375435910.34736,32094750811.4549,33754756840.6394,223857239630.138,337547971198.663
"353",3359383413.6096,3401381175.8414,1051766834.13343,1211541810.51701,2108746560.15361,2779138850.2319,3057788900.31473,3084013061.83542,5931552295.36844,8885077432.94263,1389511611.83486,5543473728.65795,2763783424.78684,2926952612.64244,3762195985.77394,3987334304.35276,1394900089.23868,1617802645.59819,3723961085.54912,13079207361.1544,2591745251.71183,3782723031.51526,3691550743.73859,3898296399.38939,1438305308.1312,8906250454.57441,1721663349.68005,1797565010.81969,3092077914.11174,3128758219.31804,2326802085.3536,3314507040.8485,2016334739.80254,2541726835.95244,4858474444.6831,6997884695.70826,518754186.280653,916649677.897186,16129261.8342353,33968905.0445883,316254277.680867,340099090.063722,3359383413.6096,3401381175.8414,32337155685.7814,34014212934.7082,225371329019.676,340142535494.811
"354",3291075875.68119,3332270473.43013,1042706496.85362,1201159929.40726,2107031068.9481,2777803665.14285,2988688689.63326,3014352228.02526,5866925553.29601,8791965180.71795,1397497147.93134,5593852723.14881,2723257881.52884,2884124865.53944,3662590640.97681,3881841564.41842,1378338767.40338,1598642033.01609,3651876374.89145,12919771779.361,2504296248.50203,3656898831.17238,3605411384.2144,3807386603.65817,1421154265.15195,8822888092.08016,1688615430.37663,1763071281.83177,3021032554.59751,3056930541.36704,2225710355.71568,3171010553.61711,1924147236.14187,2425877738.27199,4752308932.50466,6845740464.09319,513621997.221808,908025700.552983,15797054.7738071,33278867.2183474,309822934.295161,333188956.663811,3291075875.68119,3332270473.43013,31676214134.4747,33323096561.0998,220604332145.117,333231361616.292
"355",3243940721.62168,3284672551.52553,976606210.662241,1125162946.80318,1918946458.52507,2532190585.09652,2958218766.07095,2984220904.30124,5726110208.026,8803942255.74555,1374203439.4748,5521983197.58546,2688988500.80866,2850615689.43057,3673604676.32129,3900726364.26022,1329888992.7526,1546303461.29619,3581759432.73254,12779586713.685,2518625490.47021,3680431104.25102,3573866351.89035,3774300847.22641,1386477815.59086,8788645083.84523,1661566117.91945,1735881802.43034,2975874625.58445,3011420534.95258,2141844307.91924,3067908933.90273,1821491954.17434,2305932883.78444,4645010493.35897,6795983892.12358,502964958.218117,889572275.351042,15566117.9519793,32803550.4277194,305390708.205635,328429757.740372,3243940721.62168,3284672551.52553,31213373904.1403,32847111827.9244,216954455512.862,328471509208.699
"356",3041323674.85876,3079584277.42056,870670941.064256,1003174350.83272,1652439918.60831,2181452285.77631,2757532173.64488,2781850931.55862,5391079294.23447,8312600000.43249,1321588216.69003,5331125439.72715,2521302183.23196,2673052573.09671,3495752763.62918,3712313884.76385,1182449326.73962,1375374079.39476,3419550273.71382,12294836194.4034,2519092624.25996,3683616732.60428,3487701715.39707,3684204402.44311,1337645350.24019,8522483379.80672,1537669664.63719,1606539215.73422,2767311823.02336,2800464418.28303,1983888593.53429,2843614188.3938,1647292562.01902,2086883262.66474,4521129238.25631,6624746346.42121,450919205.494578,797890876.306442,14589835.3351186,30755915.0660847,286317056.323325,307923836.92495,3041323674.85876,3079584277.42056,29258799034.3263,30796200346.9903,203136716156.052,307962365543.478
"357",2784345702.45406,2819428105.54389,737466493.428265,849767812.185639,1305901117.41248,1724562871.63151,2550798665.89826,2573317340.3716,4846949450.89109,7482123009.1777,1174146642.58202,4758020490.40422,2359477288.90223,2501519760.73546,3326923306.2403,3533328167.00396,1042263450.24701,1212358044.87431,3192945342.21439,11556008252.8788,2450121364.64003,3586000574.20336,3351319949.02916,3540861904.12567,1166718978.5206,7479451689.21561,1428797697.54293,1492899609.17766,2550904260.44532,2581535193.02371,1747759836.48379,2505582138.68774,1402305390.68784,1776944531.3839,4191212956.40162,6142685349.83511,384782117.304132,681354668.302971,13353108.6100622,28158640.5363162,262124195.010176,281911796.981181,2784345702.45406,2819428105.54389,26782820333.5368,28194601099.5648,185772505186.168,281946333871.997
"358",2847924567.656,2883890131.30031,794056418.593703,915225091.44768,1467158987.96505,1938175315.31436,2600096509.0974,2623103555.98356,4795789229.67783,7414438440.35182,1203434926.95026,4897858849.50458,2426736266.09171,2572892582.00368,3330767489.56642,3537708878.78544,1108021570.2387,1288903694.72002,3139868940.06698,11458117322.4168,2451560895.38023,3591422676.58206,3324799194.69275,3514331621.90831,1197598767.47942,7713244771.24956,1489658794.56176,1556891872.86427,2611025158.83885,2642450441.30311,1781655662.12929,2554740294.60776,1467504469.24341,1860050480.92049,4293956176.65554,6294843614.24839,412819911.922191,731229052.63094,13655993.0154881,28802096.8005443,268110976.552711,288356974.874516,2847924567.656,2883890131.30031,27388535002.3066,28839232441.6786,189702758197,288392657842.117
"359",3068418221.83002,3107210884.11886,904181436.632132,1042261335.45694,1683263543.51823,2224654228.61392,2799680040.1356,2824458325.63756,5222525447.69341,8077228201.13531,1274083657.24446,5205473206.18922,2590693272.34025,2746769846.61119,3496034767.14452,3713493061.659,1215352004.26194,1413779982.43847,3347770524.7453,12361544842.8731,2486990312.69784,3646662060.10054,3426980374.45579,3623331646.71931,1273772698.73258,8230099078.93008,1609095794.15077,1681706441.28604,2813677479.70658,2847602499.12404,1953005758.49829,2802632171.57681,1624204482.6598,2059144479.23563,4594083831.59957,6741600508.96758,467987718.555123,829308804.314602,14708153.4376241,31031754.650328,288867063.883077,310685969.378906,3068418221.83002,3107210884.11886,29506192019.7896,31072472293.0457,204238718694.382,310725087287.573
"360",3103762588.16943,3143042165.86564,909019649.252527,1047908393.87062,1651732381.284,2183484940.52898,2809491588.66142,2834360561.41392,5357071454.44089,8287285637.15074,1325653675.50383,5438075012.29704,2610363266.3972,2767663788.997,3541288346.98924,3761603426.73356,1203127452.02897,1399614716.55331,3398437582.30067,12691844496.9027,2536493876.48968,3720369508.37545,3490386570.4257,3690851178.17092,1326752708.7353,8598195030.93452,1596090405.68878,1668160395.94806,2825389344.92292,2859495202.21643,1976709629.90702,2837367195.94756,1608536187.21911,2039569453.25343,4700601385.2314,6899413358.38344,461948843.759359,819206809.602532,14873713.9057488,31389463.8024483,292192754.279564,314268511.844711,3103762588.16943,3143042165.86564,29843436432.2077,31430790483.9355,206450828364.502,314308275059.472
"361",3065990970.96011,3104850145.68063,886440158.527166,1021934918.55971,1623877434.47607,2147313680.28795,2768958409.53884,2793478106.66195,5283809236.35523,8180052657.81471,1299163022.11296,5351174337.0483,2601081635.76016,2757853638.56712,3523508336.88049,3742845846.5559,1182143046.05658,1375268580.39826,3386289339.27858,12781556367.6162,2547031672.61421,3737861520.95193,3446474276.40015,3644980251.35644,1322338828.21801,8611928209.7503,1566098139.69351,1637053740.84014,2786288558.63652,2819997819.37959,1886189527.6599,2709164301.45706,1525796103.04761,1935202218.64021,4634056032.95077,6807929540.27197,454639863.385538,806792678.96673,14688214.0581981,31007968.329962,288636353.494366,310449643.058623,3065990970.96011,3104850145.68063,29476267950.5124,31048867189.5304,203726891858.593,310489038092.813
"362",3003786020.45376,3041968769.77538,810193644.517078,934141259.313743,1411326944.94969,1867521343.7299,2700491859.7863,2724408393.7371,5201711931.59456,8058362213.43425,1294808045.589,5360850859.10126,2561755451.47858,2716177707.53481,3554527914.01318,3775824281.85151,1113509441.62914,1295608450.31312,3181093359.47696,12178820881.9108,2597591284.57034,3812791790.74693,3538850479.98352,3743452606.429,1312301351.82824,8592149928.47296,1520072923.76799,1589231413.44231,2715720275.71509,2748669561.58962,1820756940.52434,2616662830.14492,1392143034.94202,1766726436.00717,4596606793.04697,6759512047.95044,428400159.297848,760761322.183301,14385904.2429108,30380264.2794997,282784547.758276,304162541.088208,3003786020.45376,3041968769.77538,28870134825.3456,30420042767.9167,199166408272.828,304200784131.852
"363",3127026680.7628,3166810574.61923,854523401.843827,985295873.123475,1517491984.27923,2008384328.72357,2798609432.97993,2823398204.33329,5501732191.03631,8526446157.01377,1369130846.51207,5683809169.93581,2633344050.34972,2792140312.55497,3628283006.75915,3854284229.49098,1163797518.11358,1354145177.18479,3277552107.00029,12697441529.5657,2704364833.75599,3969736163.9672,3632405703.07892,3842687758.58617,1388944569.40887,9114026291.12414,1558392495.0069,1629377986.06834,2814060635.21655,2848264127.47284,1936163220.6764,2782654480.53261,1486100075.38073,1886098338.68474,4802490321.8673,7063117977.39083,455059956.295705,808451431.321616,14972099.1487604,31626694.9094228,294384514.74657,316645039.677186,3127026680.7628,3166810574.61923,30052429497.2581,31668477773.3149,207220771386.341,316685152663.233
"364",2951515746.98655,2989105541.36512,762831850.677035,879650247.152163,1349895591.49179,1786931858.00021,2607449275.55547,2630554124.46284,5356687392.44137,8308498347.61803,1366251984.964,5688938314.61139,2437140737.60566,2584124707.01836,3389911662.15682,3601113022.71898,1058331020.47579,1231464922.64341,3274841987.69063,12840691220.0875,2646363688.19253,3885508935.07992,3510274090.66231,3713677635.92257,1407949484.68949,9265562446.41522,1437876993.54091,1503453922.73731,2624064522.72288,2656008174.03861,1827247589.48151,2626511521.84544,1362279986.16102,1729376620.80196,4615625867.82408,6789647704.43158,410057196.48571,728968836.541045,14127581.4036024,29852295.9821511,277859799.946959,298876793.82126,2951515746.98655,2989105541.36512,28363170019.1604,29891404136.8637,195457402368.067,298914393322.521
"365",2920327532.17874,2957573867.56403,746036907.89104,860337142.751532,1285456931.66453,1702292055.13708,2581529687.07078,2604447074.63647,5352329479.43795,8306163273.42062,1306643730.01608,5457622544.93574,2413794977.48365,2559394517.11267,3382267717.20952,3593043905.86785,1031163652.54659,1199876827.77944,3232885597.29226,12766623022.6634,2648025641.75862,3888474245.7648,3500887402.24906,3704409323.8065,1363212136.78854,9000792325.20364,1408272390.63731,1472540209.5402,2598704038.43689,2630408194.44895,1796439759.32731,2583202592.4209,1329053341.9968,1688709493.9355,4650931122.04717,6843711749.26789,406910857.827542,723909798.568875,13974249.7622533,29537440.4870146,274923081.39866,295724062.661763,2920327532.17874,2957573867.56403,28059795292.9112,29576082582.7798,193198968820.86,295761173304.533
"366",2705963348.00516,2740520558.2787,659196400.24567,760273061.15423,1102929969.89116,1461327079.66154,2389178088.02219,2410406242.54683,4937383987.41466,7666410038.33094,1212390870.11205,5081728491.94653,2244078157.22866,2379461623.82737,3173356750.13467,3371300641.78039,956318084.461782,1112921326.13186,3035186760.12331,12058490883.4077,2495300283.16242,3666702679.37658,3357506642.08603,3553042148.96259,1278358180.73196,8466399554.89925,1290635422.56152,1349556153.98338,2405209948.06496,2434610022.15429,1609774021.75704,2315563609.92175,1184568443.91374,1505599815.03323,4388582284.37113,6458922075.66608,369058821.059699,656765673.181256,12944684.1867414,27370215.3684207,254741243.1808,274021658.852408,2705963348.00516,2740520558.2787,25997119489.2795,27405520089.2823,178860776394.586,274055518112.524
"367",2502499067.61739,2534499275.55155,598539319.174456,690394760.864014,975311000.962045,1292586558.56284,2225208774.4808,2245210113.12539,4343871180.04778,6838016660.36728,1096520861.11485,4612633647.83327,2104037648.72302,2234387490.97866,2979127683.41418,3169589199.92777,850273423.814007,993349067.706073,2814631025.68908,11293797507.4697,2330988053.02409,3426613263.45974,3187192057.56285,3373635158.63141,1132957190.05109,7615314178.41855,1225033361.96658,1281479014.84463,2243473381.57372,2270958838.60872,1455595253.38191,2109332420.58259,1082369880.96243,1381407748.91382,3928424896.33173,5889531811.99732,340515260.215202,606078163.188461,11968992.1811509,25313134.3397241,235586154.690587,253422452.512669,2502499067.61739,2534499275.55155,24039658058.5359,25345278847.7421,165269246940.671,253453076742.376
"368",2518430247.41108,2550671601.12947,596674759.814637,688324735.519402,964734128.061492,1279517254.25125,2239397048.4562,2259541863.83081,4505321771.06018,7091202639.9539,1111449118.19703,4688739479.80533,2110206196.15402,2241296795.30766,2972849636.92893,3163021200.57347,861447571.675754,1006567793.84754,2827441898.00837,11437198199.7328,2357247771.00597,3469670692.39125,3178821960.8909,3368775564.80486,1150295453.91481,7748114935.00665,1233424537.54262,1290259784.05946,2255924954.67713,2283638249.39006,1448789902.23122,2099791963.78013,1085151242.48733,1385119868.5823,3886266888.23034,5829690368.54545,339769916.615753,604896758.721007,12040384.9633213,25474623.9600363,237083981.159801,255039513.105199,2518430247.41108,2550671601.12947,24190310907.1778,25507004344.6765,166195829041.826,255070333860.532
"369",2251373053.32269,2280234207.42901,512411665.812001,591211234.74238,823815666.299844,1093037920.64581,1990191434.58174,2008102995.76293,4050599954.50658,6379097852.98417,1026856984.29979,4351991452.13446,1895429101.18826,2013229876.02169,2644364056.66387,2813623676.37725,781147542.905575,912869779.291906,2683813673.34747,10968460628.9991,2174676677.02467,3204577047.62434,2929021089.2354,3104538834.78209,1073491136.18371,7265405212.43484,1101279626.27218,1152036652.85312,2007397582.36502,2032113388.65131,1263989168.08311,1832776097.21348,957967719.240733,1223028548.99234,3420630955.80608,5132033763.46564,290374787.497815,517195838.506003,10759725.3426029,22774183.3439415,211941378.353766,227999171.758181,2251373053.32269,2280234207.42901,21622673172.8086,22802594579.8735,148442256646.464,228026201290.715
"370",2441796751.22278,2473147958.21569,583143752.570255,672861363.192601,955542099.688992,1268748305.28457,2179967672.79991,2199608606.63044,4237606383.58619,6682582274.20151,1083665238.6319,4607853744.11368,2050812117.45994,2178285080.46721,2838941980.01157,3020785698.46347,841969242.348879,983999587.331836,2748609410.48628,11342840206.5542,2199642070.48077,3243399677.33938,3059933137.44587,3244131275.63575,1095540679.40672,7440064680.33554,1212247577.7712,1268161140.82675,2194526966.59295,2221598362.22614,1412807740.80147,2049169135.96445,1053885939.03691,1345916852.3087,3722223595.47356,5585478776.08403,336555787.885955,599658124.284308,11664977.8881241,24700445.4153587,229866710.057638,247288046.037683,2441796751.22278,2473147958.21569,23448213982.5505,24731756697.246,160823513328.611,247317847307.988
"371",2586635255.99448,2619896325.24375,657524789.232108,758757801.239703,1120252369.3747,1487871095.43748,2305525633.03852,2326328820.24552,4543708413.08976,7174483497.06093,1152473029.5358,4916715114.46173,2124317908.27529,2256384136.20823,2965991587.76112,3156004267.12921,869102651.243485,1015867733.99128,2760923823.26012,11529023204.3146,2154969740.69969,3180345740.21667,3081780649.60101,3267841427.42676,1135342186.23943,7736170136.50137,1275774553.72784,1334623448.26334,2310869680.04041,2339458137.19881,1623119973.75547,2354894749.41079,1185442759.35294,1514201895.90984,4075295831.92548,6117576571.96087,372675353.07016,664134491.309279,12352279.9662549,26165768.857841,243500649.755154,261961007.470529,2586635255.99448,2619896325.24375,24835633022.022,26199259276.3915,170183047664.54,261992891960.784
"372",2434715995.25742,2466058832.68146,577929040.364146,667000689.271941,969358292.86797,1287847327.19974,2162481658.93442,2182000340.26986,4325104717.47636,6833443712.16681,1092158139.93386,4674138630.4112,2037112258.43498,2163777362.02312,2844410225.37667,3026758438.01011,818332328.894903,956558407.916686,2713395096.36219,11404139779.4444,2170828761.23818,3207258866.72057,3029724591.10617,3213237343.95559,1090544445.51978,7454835529.95695,1192577069.5595,1247629901.57527,2168540564.38209,2195409398.97414,1442472822.6497,2093363960.15817,1065236605.57447,1360983327.47087,3763204083.07358,5650129841.57102,335047651.190537,597334410.578064,11623558.5084481,24629708.0820551,229197236.520772,246579311.640868,2434715995.25742,2466058832.68146,23374737795.4534,24660862492.3108,160070413150.385,246608903758.927
"373",2370636947.7352,2401187273.24835,562908293.219209,649690435.067241,969802303.481035,1288657170.43419,2102791051.8529,2121779664.58201,4173082261.6037,6595543479.69268,1054099162.49286,4524979727.80783,1982920636.10269,2106241105.07942,2772700507.59375,2950489455.1475,799367410.112463,934428158.980271,2662630141.5368,11255917316.4279,2112344800.06806,3121611419.04844,2941353786.42336,3119730110.81879,1052443054.5101,7210485180.21713,1161407247.15918,1215060947.05334,2112176062.03039,2138385318.78005,1418705059.46077,2059033188.9794,1058554320.44215,1352568509.39318,3697929757.35377,5552757583.46628,327539310.928533,584192247.458052,11313344.0267364,23981976.6256121,223162678.903716,240093065.013516,2370636947.7352,2401187273.24835,22757498110.6715,24012138107.4292,155750529639.433,240121650924.043
"374",2331236495.87984,2361400538.39289,561068264.988211,647596745.016775,980090390.386392,1303429569.01621,2069257114.7506,2087956041.46792,4041454348.02358,6400884792.30758,1022028490.87965,4410290516.48696,1953632408.58557,2075187144.85889,2704062813.79612,2877535169.22013,788319852.920047,921754057.08354,2598429294.8281,11073586169.0808,2065175091.25926,3052948624.59969,2862571869.37174,3037566086.46757,1030526078.39103,7094759054.59144,1159638379.53446,1213266976.59339,2080762829.49286,2106669375.48111,1386538724.80028,2013181691.40426,1033090552.69409,1320401078.09065,3620624958.38274,5439627692.06211,322602076.108809,575681274.328239,11120597.0523936,23584675.3558937,219458390.065242,236114910.054123,2331236495.87984,2361400538.39289,22370447151.2474,23614265683.5149,152706176655.29,236142921756.61
"375",2359593186.48806,2390146708.49224,564921290.407685,652055598.66504,970472919.245676,1290780936.18738,2095383705.25039,2114321880.01828,4039038793.80966,6398988852.31745,1020519261.25633,4410539946.22015,2002252425.84099,2126862305.6423,2735976607.56588,2911509399.90279,802112136.801401,937903550.583225,2623589869.39409,11245764503.2021,2086362570.31544,3084632072.40849,2911548299.77529,3089934064.52537,1038832289.37366,7162265773.80578,1184625648.16455,1239424798.55065,2108307245.52277,2134573044.3101,1368313738.37744,1986870034.18736,1027327355.47457,1313231624.30655,3609447561.63385,5423229304.63647,322683000.169023,576080354.734675,11251568.0992387,23871649.8843149,222124724.7207,238989030.120799,2359593186.48806,2390146708.49224,22641297942.1866,23901731822.8686,154497278245.767,239017587773.358
"376",2549849825.65831,2582936660.22304,633945651.551531,731746789.884322,1079207032.22126,1435660077.1696,2267001982.90736,2287543076.31285,4414841632.61467,7001829810.48409,1135059979.7872,4917309364.0622,2142196390.10832,2275594241.22948,2935864327.05083,3124338099.42585,868876283.021958,1015999028.51739,2730459430.43364,11772897517.1855,2146298277.85581,3174018209.70481,3040920017.73934,3227410920.07201,1115038522.22173,7705065227.13176,1265999873.56438,1324641683.56757,2279794529.40534,2308250582.4797,1513630972.5605,2198147106.38244,1135467660.57746,1451675319.13196,3919757718.9192,5892665224.8612,367466120.238433,656376848.216939,12156348.6001781,25796693.0841512,240035558.683164,258265593.474353,2549849825.65831,2582936660.22304,24462071336.436,25829656613.6133,166706070032.462,258296862350.25
"377",2697034321.4588,2732067199.6272,680440372.101668,785495014.42339,1224676413.23352,1629519817.54809,2380555288.51105,2402125466.54683,4772286792.4643,7574878210.06435,1248082502.12226,5417873032.17354,2221417597.22683,2359828914.16627,3077118460.21905,3274803819.9946,920588353.73227,1076518322.50723,2868740069.46791,12459034126.7899,2319503727.71655,3430505429.11441,3193414839.87881,3389980816.86806,1198228229.12393,8303517880.9333,1320510957.66977,1381696855.10281,2390805712.65121,2420667886.11169,1669710462.64932,2425322306.08248,1251825907.07338,1600831091.05092,4247404223.58831,6386671124.10121,407599281.94502,728475125.43059,12853220.923784,27285793.1078192,253889029.87651,273176743.101198,2697034321.4588,2732067199.6272,25871759831.8668,27320981535.5563,176208030862.317,273210131361.113
"378",2734360478.89394,2769909045.25686,689380528.310872,795917460.466999,1234319384.22945,1644214713.96657,2416292626.91788,2438188590.62213,4808133688.67633,7635608617.55032,1247011845.88992,5424115815.56909,2251468503.99906,2391898854.02473,3131522415.54624,3332786461.96423,919532030.513286,1075393526.30092,2902335257.47649,12665737239.9405,2347599177.88411,3472858151.19757,3182368147.34205,3378846064.01141,1210588799.52651,8402895246.79954,1343889585.11396,1406166254.67519,2426854836.78131,2457178575.45238,1702732551.43527,2473775649.9814,1265101778.57186,1617957250.95176,4274065533.56185,6427613377.12873,417194634.672178,745981016.450644,13028477.317139,27663602.1620607,257400300.781307,276960416.215859,2734360478.89394,2769909045.25686,26227886035.9759,27699404608.2291,178546422885.151,276994367505.643
"379",2790766383.20019,2827100286.26252,724791716.107153,836843437.671008,1293375993.30935,1723365356.67803,2459643805.73484,2482308617.14038,4795387977.97457,7735613805.11564,1280039393.66899,5588463532.31707,2255686265.8424,2399792091.14238,3096590084.88546,3301223246.92365,931782363.180927,1093237538.62775,2926703365.80666,12854253125.2261,2326222307.43078,3442716502.51047,3170896541.75374,3368867588.27003,1234863395.77102,8720389553.64833,1366998777.12339,1431235308.67145,2468615443.59966,2499489668.75004,1777063227.70763,2594885648.58833,1323883254.77072,1698257661.21536,4343475405.39895,6660972892.63782,424854413.575795,760461792.49672,13292433.006504,28234520.7176957,262709203.347113,282678688.326768,2790766383.20019,2827100286.26252,26765385733.5573,28271325470.7386,182047312249.22,282713584226.124
"380",2852759974.5395,2889931158.11412,752974368.417106,869433129.726255,1386487923.49297,1847693791.48327,2496555712.28028,2519558176.69555,4954191068.76762,7989549165.15878,1345635412.0002,5886968696.67019,2275390299.33569,2420737805.62961,3112578750.4481,3318285914.37519,945700588.050135,1109563945.28241,3008739795.88601,13308248359.4346,2353841597.17843,3488805953.77692,3172180867.41231,3373833027.36551,1316314553.05807,9307011889.61087,1385436373.98815,1450536610.37017,2507829067.86768,2539245847.32082,1866732139.48003,2725507305.33427,1362289304.88984,1747488222.5442,4542966698.00789,6962410141.6306,436898019.722999,782682975.382194,13583186.9384116,28861704.5281636,268542230.62158,288960760.177759,2852759974.5395,2889931158.11412,27358098439.56,28899644508.5812,185995484844.522,288996785139.779
"381",2818511346.37037,2855267987.49409,740330175.76824,854997964.223217,1346468982.89865,1794914720.27738,2468425002.34687,2491173092.6189,4842190352.15258,7818033355.89079,1327455880.00833,5823166858.70502,2270138015.12701,2415172543.66651,3107348776.98946,3312723440.25907,935855416.085704,1098061863.76663,2962388521.55305,13182204137.5471,2365053771.20077,3506736841.86634,3161468303.90507,3365812952.50856,1281712257.08224,9085387141.88514,1380986640.40903,1445888205.53629,2478631544.84997,2509713724.33501,1794719541.69771,2620807036.38898,1314115660.35699,1685821121.92913,4407907303.65133,6759005974.16602,429884561.317466,770576518.354434,13415633.1590012,28515784.3415419,265315992.985426,285494993.866067,2818511346.37037,2855267987.49409,27027741773.3994,28553007106.9901,183663807978.172,285530405317.94
"382",2983877916.1844,3022825189.71217,802852371.712156,927375144.418476,1480604744.13956,1975418429.71278,2596048454.90074,2619975771.41895,5206006571.88775,8407983564.76689,1431859093.50719,6296257261.99499,2367208520.56839,2518510477.25866,3259847139.12168,3475425275.54982,985369655.62161,1156175515.39064,3209547857.53158,14339408504.4575,2453406004.73709,3638273166.76762,3287917346.45433,3502057116.33257,1404587909.70771,9981611198.00471,1427151288.74543,1494230386.08851,2611718513.81424,2644495199.26485,1941385216.45635,2835358371.68624,1411516791.63928,1811118458.41839,4754603054.36724,7294067655.98192,452097262.390342,810912345.776514,14199212.3771401,30188613.9029549,280879966.572684,302248313.463023,2983877916.1844,3022825189.71217,28611330046.7889,30228602797.8444,194327552403.066,302286386985.701
